Origin,Dest,Cancelled,Diverted,ArrDelay_YN,DepDelay_YN,Flights_Count,Origin_airport,Origin_city,Origin_state,Origin_lat,Origin_long,Dest_airport,Dest_city,Dest_state,Dest_lat,Dest_long
DEN,HOU,0.013257575757575758,0.002840909090909091,0.2916666666666667,0.4725378787878788,1056,Denver Intl,Denver,CO,39.85840806,-104.6670019,William P Hobby,Houston,TX,29.64541861,-95.27888889
DFW,HOU,0.0334020618556701,0.003711340206185567,0.42721649484536084,0.4395876288659794,2425,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,William P Hobby,Houston,TX,29.64541861,-95.27888889
ELP,HOU,0.01936108422071636,0.002904162633107454,0.31752178121974833,0.5285575992255567,1033,El Paso International,El Paso,TX,31.80666667,-106.37780559999999,William P Hobby,Houston,TX,29.64541861,-95.27888889
FLL,HOU,0.012465373961218837,0.006925207756232687,0.4362880886426593,0.5734072022160664,722,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275,William P Hobby,Houston,TX,29.64541861,-95.27888889
HRL,HOU,0.044760935910478125,0.012546625974906748,0.40183112919633773,0.4649033570701933,2949,Valley International,Harlingen,TX,26.22850611,-97.65439389,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAH,HOU,0.0,0.0,1.0,1.0,2,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,William P Hobby,Houston,TX,29.64541861,-95.27888889
JAN,HOU,0.01858736059479554,0.0037174721189591076,0.3962825278810409,0.4052044609665427,1345,Jackson International,Jackson,MS,32.31116667,-90.07588889,William P Hobby,Houston,TX,29.64541861,-95.27888889
JAX,HOU,0.01639344262295082,0.00546448087431694,0.412568306010929,0.505464480874317,366,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111,William P Hobby,Houston,TX,29.64541861,-95.27888889
JFK,HOU,0.029692470837751856,0.0021208907741251328,0.41251325556733826,0.33085896076352067,943,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556,William P Hobby,Houston,TX,29.64541861,-95.27888889
LAS,HOU,0.019849418206707735,0.0027378507871321013,0.3278576317590691,0.5913757700205339,1461,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,William P Hobby,Houston,TX,29.64541861,-95.27888889
LAX,HOU,0.016129032258064516,0.002805049088359046,0.39270687237026647,0.6269284712482468,1426,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,William P Hobby,Houston,TX,29.64541861,-95.27888889
LIT,HOU,0.010958904109589041,0.005479452054794521,0.4520547945205479,0.38904109589041097,365,Adams ,Little Rock,AR,34.72939611,-92.22424556,William P Hobby,Houston,TX,29.64541861,-95.27888889
MAF,HOU,0.014792899408284023,0.004437869822485207,0.3668639053254438,0.40384615384615385,676,Midland International,Midland,TX,31.94252778,-102.20191390000001,William P Hobby,Houston,TX,29.64541861,-95.27888889
MCO,HOU,0.02104664391353811,0.002844141069397042,0.3583617747440273,0.5193401592718999,1758,Orlando International,Orlando,FL,28.42888889,-81.31602778,William P Hobby,Houston,TX,29.64541861,-95.27888889
MDW,HOU,0.028752436647173488,0.0029239766081871343,0.3455165692007797,0.5579922027290448,2052,Chicago Midway,Chicago,IL,41.7859825,-87.75242444,William P Hobby,Houston,TX,29.64541861,-95.27888889
MSY,HOU,0.03211131924003211,0.0016055659620016055,0.4704308268664704,0.5204709660155205,3737,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778,William P Hobby,Houston,TX,29.64541861,-95.27888889
OAK,HOU,0.01828410689170183,0.0028129395218002813,0.36849507735583686,0.6751054852320675,711,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.22071670000001,William P Hobby,Houston,TX,29.64541861,-95.27888889
OKC,HOU,0.021433850702143386,0.0022172949002217295,0.37989652623798964,0.3917220990391722,1353,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389,William P Hobby,Houston,TX,29.64541861,-95.27888889
PHL,HOU,0.017467248908296942,0.004366812227074236,0.39737991266375544,0.5531295487627366,687,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083,William P Hobby,Houston,TX,29.64541861,-95.27888889
PHX,HOU,0.02564102564102564,0.004770423375074538,0.3911747167561121,0.6016696481812761,1677,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,William P Hobby,Houston,TX,29.64541861,-95.27888889
SAN,HOU,0.009478672985781991,0.009478672985781991,0.42890995260663506,0.7037914691943128,422,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567,William P Hobby,Houston,TX,29.64541861,-95.27888889
SAT,HOU,0.027885360185902403,0.0003872966692486445,0.3876839659178931,0.41169635941130905,2582,San Antonio International,San Antonio,TX,29.53369444,-98.46977778,William P Hobby,Houston,TX,29.64541861,-95.27888889
STL,HOU,0.022388059701492536,0.0014925373134328358,0.3858208955223881,0.517910447761194,1340,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972,William P Hobby,Houston,TX,29.64541861,-95.27888889
TPA,HOU,0.01913536498936924,0.005669737774627924,0.41885187810063784,0.5620127569099929,1411,Tampa International ,Tampa,FL,27.97547222,-82.53325,William P Hobby,Houston,TX,29.64541861,-95.27888889
TUL,HOU,0.016153846153846154,0.006923076923076923,0.37153846153846154,0.47923076923076924,1300,Tulsa International,Tulsa,OK,36.19837222,-95.88824167,William P Hobby,Houston,TX,29.64541861,-95.27888889
ABQ,IAD,0.00821917808219178,0.0027397260273972603,0.2684931506849315,0.2273972602739726,365,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
ATL,IAD,0.0241100018835939,0.0015068751177246186,0.4648709738180448,0.37163307590883404,5309,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
AUS,IAD,0.025373134328358207,0.004477611940298508,0.37910447761194027,0.3567164179104478,670,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BDL,IAD,0.0408017179670723,0.0,0.3493199713672155,0.28060128847530424,1397,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BHM,IAD,0.02040816326530612,0.00816326530612245,0.3469387755102041,0.3877551020408163,245,Birmingham International,Birmingham,AL,33.56294306,-86.75354972,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BNA,IAD,0.0215311004784689,0.0,0.5526315789473685,0.49521531100478466,418,Nashville International,Nashville,TN,36.12447667,-86.67818222,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BOS,IAD,0.03154875717017208,0.0014340344168260039,0.373565965583174,0.32863288718929257,4184,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BTV,IAD,0.03875968992248062,0.0,0.3953488372093023,0.3798449612403101,129,Burlington International,Burlington,VT,44.47300361,-73.1503125,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BUF,IAD,0.125,0.0,0.4375,0.5625,16,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
BUR,IAD,0.012269938650306749,0.018404907975460124,0.32515337423312884,0.24539877300613497,163,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
CAE,IAD,0.05555555555555555,0.0021645021645021645,0.43217893217893216,0.36724386724386726,1386,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
CHS,IAD,0.05898876404494382,0.0014044943820224719,0.4199438202247191,0.3707865168539326,712,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
CLE,IAD,0.05024424284717376,0.0013956734124214933,0.4305652477320307,0.3649685973482205,1433,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
CLT,IAD,0.03390914907229686,0.0009596928982725527,0.419065898912348,0.33941138835572615,3126,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
CVG,IAD,0.016602809706257982,0.0,0.4329501915708812,0.24904214559386972,783,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
DAY,IAD,0.0,0.0,0.3018867924528302,0.18867924528301888,53,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
DEN,IAD,0.021406727828746176,0.0016989466530750934,0.4525993883792049,0.5484199796126402,2943,Denver Intl,Denver,CO,39.85840806,-104.6670019,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
DFW,IAD,0.04029850746268657,0.0014925373134328358,0.44776119402985076,0.454726368159204,2010,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
DTW,IAD,0.03278688524590164,0.001756440281030445,0.4964871194379391,0.31791569086651056,1708,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
EWR,IAD,0.06819452207937395,0.0011179429849077697,0.46282839575181667,0.43711570709893793,1789,Newark Intl,Newark,NJ,40.69249722,-74.16866056,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
FLL,IAD,0.003401360544217687,0.0017006802721088435,0.48639455782312924,0.41581632653061223,1176,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
GSO,IAD,0.0625,0.0,0.3269230769230769,0.3125,208,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
GSP,IAD,0.04830917874396135,0.004830917874396135,0.40700483091787437,0.35990338164251207,828,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
HSV,IAD,0.06336088154269973,0.005509641873278237,0.5013774104683195,0.4256198347107438,726,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,IAD,0.013361462728551337,0.0028129395218002813,0.43741209563994377,0.47187060478199716,1422,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
JAX,IAD,0.04845222072678331,0.005383580080753701,0.4858681022880215,0.4360699865410498,743,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
JFK,IAD,0.031752936059156155,0.0,0.40930839495432797,0.3144845585036973,2299,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
LAS,IAD,0.0073846153846153844,0.0043076923076923075,0.36123076923076924,0.4123076923076923,1625,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
LAX,IAD,0.014337851929092805,0.003388946819603754,0.4194473409801877,0.4760166840458811,3836,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
LGA,IAD,0.0843155031731641,0.0009066183136899365,0.43608340888485947,0.32819582955575705,1103,LaGuardia,New York,NY,40.77724306,-73.87260917,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
LGB,IAD,0.005291005291005291,0.0013227513227513227,0.37037037037037035,0.48544973544973546,756,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MCI,IAD,0.06607929515418502,0.0,0.4977973568281938,0.41409691629955947,227,Kansas City International,Kansas City,MO,39.29760528,-94.71390556,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MCO,IAD,0.00806057645334636,0.0019540791402051783,0.36541279921836833,0.3673668783585735,4094,Orlando International,Orlando,FL,28.42888889,-81.31602778,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MDT,IAD,0.03735325506937033,0.0010672358591248667,0.3030949839914621,0.272145144076841,937,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MDW,IAD,0.011138014527845037,0.001937046004842615,0.3728813559322034,0.5491525423728814,2065,Chicago Midway,Chicago,IL,41.7859825,-87.75242444,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MHT,IAD,0.02910958904109589,0.005136986301369863,0.3373287671232877,0.2482876712328767,584,Manchester,Manchester,NH,42.93451639,-71.43705583,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MIA,IAD,0.010452961672473868,0.0,0.43902439024390244,0.4372822299651568,574,Miami International,Miami,FL,25.79325,-80.29055556,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MSP,IAD,0.0028169014084507044,0.004225352112676056,0.5056338028169014,0.3154929577464789,710,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MSY,IAD,0.0175054704595186,0.0,0.42669584245076586,0.4442013129102845,457,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
MYR,IAD,0.0525328330206379,0.00375234521575985,0.39587242026266417,0.31144465290806755,533,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
OAK,IAD,0.007134363852556481,0.0047562425683709865,0.3162901307966706,0.2984542211652794,841,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.22071670000001,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
OKC,IAD,0.0,0.0,0.2,0.2,5,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
ORD,IAD,0.03943272224143895,0.0,0.4558976132826012,0.5022483569699067,2891,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
ORF,IAD,0.027436140018921477,0.000946073793755913,0.42762535477767266,0.43330179754020814,1057,Norfolk International,Norfolk,VA,36.89461111,-76.20122222,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PBI,IAD,0.0,0.0,0.42857142857142855,0.21428571428571427,14,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PDX,IAD,0.010899182561307902,0.005449591280653951,0.2970027247956403,0.2670299727520436,367,Portland Intl,Portland,OR,45.58872222,-122.5975,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PHL,IAD,0.10214168039538715,0.0,0.3871499176276771,0.385502471169687,607,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PHX,IAD,0.006839945280437756,0.0027359781121751026,0.2708618331053352,0.25170998632010944,731,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PIT,IAD,0.057692307692307696,0.002564102564102564,0.4666666666666667,0.36923076923076925,780,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PVD,IAD,0.05870841487279843,0.0019569471624266144,0.3972602739726027,0.35812133072407043,511,Theodore F Green State,Providence,RI,41.72399917,-71.42822111,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
PWM,IAD,0.056511056511056514,0.0,0.44226044226044225,0.371007371007371,407,Portland International Jetport,Portland,ME,43.64616667,-70.30875,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
RDU,IAD,0.03948896631823461,0.0005807200929152149,0.2787456445993031,0.2421602787456446,1722,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
ROA,IAD,0.07487520798668885,0.0016638935108153079,0.3876871880199667,0.31114808652246256,601,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
ROC,IAD,0.05714285714285714,0.0,0.375,0.32321428571428573,560,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
RSW,IAD,0.0,0.0,0.2857142857142857,0.42857142857142855,14,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SAN,IAD,0.011269722013523666,0.005259203606311044,0.36589030803906836,0.4237415477084899,1331,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SAT,IAD,0.020134228187919462,0.0,0.5302013422818792,0.5436241610738255,149,San Antonio International,San Antonio,TX,29.53369444,-98.46977778,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SAV,IAD,0.03574975173783516,0.004965243296921549,0.5451837140019861,0.5104270109235353,1007,Savannah International,Savannah,GA,32.12758333,-81.20213889,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SEA,IAD,0.007292616226071103,0.0036463081130355514,0.4220601640838651,0.47037374658158615,1097,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.30931310000001,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SFO,IAD,0.020497803806734993,0.0018301610541727673,0.3945827232796486,0.4945095168374817,2732,San Francisco International,San Francisco,CA,37.61900194,-122.3748433,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SJC,IAD,0.00816326530612245,0.004081632653061225,0.18775510204081633,0.17142857142857143,245,San Jose International,San Jose,CA,37.36186194,-121.92900890000001,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
SLC,IAD,0.0057361376673040155,0.0038240917782026767,0.35946462715105165,0.27533460803059273,523,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
